id,title,url,category,main_photo,content,video,keywords,comments,posted_at
1734552425872,Microsoft po shfaq një reklamë në The Washington Post për të thënë se nuk ka asgjë kundër sindikatave,https://telegrafi.com/microsoft-po-shfaq-nje-reklame-ne-washington-post-per-te-thene-se-nuk-ka-asgje-kunder-sindikatave/,TEKNOLOGJI / LAJME TEKNOLOGJI,https://telegrafi.com/wp-content/uploads/2022/12/acastro_STK109_microsoft_02-780x439.png,"Microsoft ka bërë përpjekje për të inkurajuar rregullatorët që të miratojnë marrëveshjen e propozuar prej 64.4 miliardë eurove (68.7 miliardë dollarësh) për Activision Blizzard dhe në lëvizjen e saj të fundit, kompania po shfaq një reklamë në The Washington Post ku shprehet pranimi i sindikatës nga gjigandi i teknologjisë.
Reklama është bashkë-nënshkruar nga Communications Workers of America (CWA), e cila përfaqëson punëtorët në industri si komunikimi dhe media.
Reklama
Pause
Loaded:
Remaining Time 
-1:32
Unmute
×
“Ndërsa hyjmë në një vit të ri, ne mbetemi të përkushtuar për të krijuar vendet më të mira të punës që mundemi për njerëzit që bëjnë jetesën në sektorin e teknologjisë”, thuhet në fillim të reklamës, raporton The Verge, transmeton Telegrafi.
Reklama dhe shkrimi që Microsoft e ka publikuar në The Washington Post
Reklama
“Kur si punëtorët ashtu edhe menaxhimi i sjellin zërat e tyre në tryezën e bisedimeve, punonjësit, aksionerët dhe klientët përfitojnë njësoj”, vazhdon tutje reklama.
Microsoft gjithashtu pranoi sindikata e re ZeniMax Media, të cilën e njohu zyrtarisht këtë javë, si dhe marrëveshjen e neutralitetit të punës që arriti me CWA në qershor.
“Gjatë vitit 2023, ne shpresojmë të sjellim të njëjtën marrëveshje dhe parime në Activision Blizzard, të cilat Microsoft ka propozuar të kërkojë”, shkruan Microsoft në reklamë.
Reklama po shfaqet rreth një muaj pasi Komisioni Federal i Tregtisë (FTC) ngriti një paditi duke tentuar të bllokojë blerjen e Microsoft Activision Blizzard. Në përgjigjen e tyre ndaj padisë, Microsoft argumentoi se struktura e FTC-së shkelte Kushtetutën e SHBA-së, por u tërhoq nga pretendimi mjaft i madh këtë javë.
Reklama
Microsoft në thelb kërkoi falje për këtë edhe në reklamën e saj në gazetë, duke njohur “shpirtin” që e çoi Kongresin të themelonte agjencinë. /Telegrafi/",,Activision BlizzardMicrosoftThe Washington Post,,08.01.2023 08:37:00
1734551939472,Navigimi i Google Maps në Wear OS tani funksionon pa telefon,https://telegrafi.com/navigimi-google-maps-ne-wear-os-tani-funksionon-pa-telefon/,TEKNOLOGJI / LAJME TEKNOLOGJI,https://telegrafi.com/wp-content/uploads/2023/01/gsmarena_001-780x439.png,"Titulli thotë gjithçka: duke filluar që tani, navigimi “hap-pas-hapi” në orët inteligjente Wear OS mund të funksionojë edhe pa një telefon të lidhur me orën. Megjithatë, do t’ju duhet ende një lidhje interneti – pra ky nuk është navigim “offline”.
Kjo do të thotë se vetëm orët inteligjente Wear OS me mbështetje LTE, do të jenë në gjendje të përfitojnë nga kjo veçori praktikisht kudo në botë, për sa kohë që ka një sinjal rrjeti.
Reklama
Pause
Loaded:
Remaining Time 
-1:36
Unmute
×
Nga ana tjetër, nëse ora juaj inteligjente Wear OS nuk mbështet lidhjen me rrjetin LTE, ju gjithsesi mund të përdorni navigimin hap pas hapi në Google Maps pa telefon, për sa kohë që ora është e lidhur me një rrjet Wi-Fi, shkruan GSM Arena, transmeton Telegrafi.
Reklama
Mbetet për t’u parë se sa e përdorshme do të jetë kjo në ambient të hapur – në fund të fundit, rrjetet Wi-Fi nuk dihet se lëvizin shumë, ndërsa “navigimi” nënkupton shumë lëvizje.
Prapëseprapë, veçoria tani është në dispozicion, dhe ju mund të merrni navigimin “hap-pas-hapi” në Maps ndërsa telefoni tuaj mbetet në sfond.
Është e paqartë nëse navigimi offline do të arrijë ndonjëherë në një orë inteligjente, por ky është padyshim një hap i duhur në atë drejtim. /Telegrafi/",,AndroidGoogleGoogle MapsWear OS,,07.01.2023 14:31:00
1734552428240,Twitter rikthehet në internet pas ndërprerjes që goditi mijëra persona,https://telegrafi.com/twitter-rikthehet-ne-internet-pas-nderprerjes-qe-goditi-mijera-persona/,TEKNOLOGJI / LAJME TEKNOLOGJI,https://telegrafi.com/wp-content/uploads/2022/12/twitter-1-780x439.jpg,"Twitter pësoi një ndërprerje të madhe të mërkurën duke lënë dhjetëra mijëra përdorues në botë pa qasje në platformën e njohur të medieve sociale ose për të përdorur veçoritë kryesore të saj për disa orë përpara se shërbimet të riktheheshin.
Incidenti është ndërpreja e parë e dukshme e Twitter që kur miliarderi bleu rrjetin social në fund të tetorit, transmeton Telegrafi.
Reklama
Downdetector, një faqe interneti që gjurmon ndërprerjet përmes një sërë burimesh, duke përfshirë raportet e përdoruesve, tregoi më shumë se 10,000 përdorues të prekur nga Shtetet e Bashkuara, rreth 2,500 nga Japonia dhe rreth 2,500 nga Mbretërinë e Bashkuar në kulmin e ndërprerjes.
Shumica e raporteve erdhën nga përdoruesit që thane se u përballën me probleme teknike për të hyrë në rrjetin social përmes shfletuesit të internetit.
Reklama
Raportet për ndërprerjet e Twitter ranë ndjeshëm deri të mërkurën në mbrëmje, sipas faqes së internetit, me disa përdorues që komentuan më vonë se shërbimi ishte kthyer në normalitet.",,Elon MuskTwitter,,29.12.2022 07:46:00
1734551943184,Apple mund të zgjerojë funksionet me satelit për të përfshirë transmetimin e videove dhe telefonatave,https://telegrafi.com/apple-mund-te-zgjeroje-funksionet-satelit-per-te-perfshire-transmetimin-e-videove-dhe-telefonatave/,TEKNOLOGJI / LAJME TEKNOLOGJI,https://telegrafi.com/wp-content/uploads/2022/12/iphone-14-ket-noi-ve-tinh-1-780x439.jpg,"Apple lansoi veçorinë e saj të re SOS emergjente të bazuar në satelit kur lansoi linjën iPhone 14 në muajin shtator, dhe e bëri të disponueshëm në telefonat e saj më të fundit në SHBA dhe Kanada.
Që atëherë funksioni Emergjent SOS nëpërmjet satelitit ka ndihmuar tashmë njerëzit në vështirësi, sipas raporteve të lajmeve, transmeton Telegrafi.
Reklama
Një patentë e re e blerë nga Apple të martën sugjeron se kompania mund të ofrojë edhe më shumë funksione satelitore në të ardhmen.
Sipas një raporti, patenta shkon “shumë përtej” shërbimit të urgjencës SOS dhe funksioni satelitor mund të shtrihet në transmetimin e videos, thirrjet telefonike dhe më shumë.
Siç raportohet tutje, sipas një raporti të Patently Apple, patenta e re e gjigantit të teknologjisë sugjeron shërbimet e ardhshme që lidhen me komunikimin satelitor, duke përfshirë transmetimin, thirrjet dhe të dhënat televizive.
Reklama
Apple mori patentën e re, të titulluar “Terminali i Komunikimit”, nga Zyra e Patentave dhe Markave të SHBA-së më 13 dhjetor.
“Të dhënat e komunikimit satelitor të transmetuara nga transmetuesit #28 dhe radiatorët e antenës #30 mund të përfshijnë të dhëna mediatike (p.sh., transmetimin e videos, të dhënat televizive, të dhënat e radios satelitore, etj.), të dhënat zanore (p.sh., të dhënat zanore të telefonit), të dhënat e internetit dhe/ ose ndonjë të dhënë tjetër të dëshiruar”, raporti citonte patentën. Raporti tha gjithashtu se patenta liston disa nga shpikësit që kanë punuar në Emergjencën SOS të Apple përmes veçorisë satelitore.
Teknologjia satelitore e gjigantit të teknologjisë me bazë në Cupertino, Kaliforni u aktivizua së fundmi në modelet e iPhone 14 në Mbretërinë e Bashkuar, Gjermani, Francë dhe Irlandë. Shërbimi është tashmë aktiv në SHBA dhe Kanada.
Reklama
Funksioni, në gjendjen e tij aktuale, bazohet vetëm në tekst dhe lejon përdoruesit të kontaktojnë shërbimet e urgjencës në mungesë të rrjetit celular dhe Wi-Fi në rast situatash emergjente. Shërbimi gjithashtu i lejon përdoruesit të ndajnë vendndodhjen e tyre nëpërmjet satelitit përmes aplikacionit “Find My” në iPhone-ët e tyre. Funksioni i Emergjencave SOS nëpërmjet satelitit është falas për dy vitet e para. Vetëm këtë muaj, funksioni SOS satelitor në iPhone 14 luajti rol në shpëtimin e një burri të bllokuar në Alaskë. /Telegrafi/",,AppleiPhoneiPhone 14,,16.12.2022 18:00:00
1734552428048,Microsoft dhe Viasat bashkëpunojnë për t’ju ofruar qasje 10 milionë njerëzve në internet,https://telegrafi.com/microsoft-dhe-viasat-bashkepunojne-per-tju-ofruar-qasje-10-milione-njerezve-ne-internet/,TEKNOLOGJI / LAJME TEKNOLOGJI,https://telegrafi.com/wp-content/uploads/2022/12/123-1-780x439.jpg,"Derisa një sërë organizatash dhe kompanish po punojnë për të zgjeruar (dhe nganjëherë rivendosur) energjinë elektrike për qindra miliona njerëz që nuk e kanë atë, kompanitë e teknologjisë po punojnë për të siguruar që njerëzit të kenë internet sapo të marrin pajisjet që mund të hyjnë në të.
Microsoft dhe Viasat po bashkëpunojnë për të zgjeruar aksesin në internet për 10 milionë njerëz që jetojnë në vende sikurse Afrika dhe Amerika Veriore dhe Qendrore, transmeton Telegrafi.
Reklama
Lëvizja është pjesë e Iniciativës Airband të Microsoft-it, e cila ka përdorur spektrin e vjetër televiziv dhe teknologji të tjera për të lidhur miliona njerëz – megjithëse kjo do të jetë hera e parë që një kompani interneti satelitore po përfshihet.
Partneriteti Viasat do të mbulojë 5 milionë njerëz në Egjipt, Senegal, Angola, Nigeri dhe Republikën Demokratike të Kongos, si dhe 5 milion njerëz të tjerë në Guatemalë, Meksikë dhe SHBA, sipas një njoftimi për shtyp të mërkurën nga Microsoft.
Reklama
Sateliti dhe teknologjia pa tela fikse do të përdoren për të “arritur në zona të largëta që më parë kanë pasur pak, edhe nëse kanë pasur, do të ofrojë opsione për lidhje konvencionale”, sipas Teresa Hutson, zëvendëspresidente e teknologjisë dhe përgjegjësisë së korporatës në kompani.
Sigurisht, interneti satelitor në përgjithësi vjen me sfidat e veta dhe nuk është gjithmonë i besueshëm. E njëjta gjë është e vërtetë për rrjetin pa tela fikse. Megjithatë, vetëm të pasurit qasje në internet ka gjasa të jetë një përmirësim i madh për shumë nga vendet ku Microsoft dhe Viasat planifikojnë të lansojnë lidhjet deri në vitin 2025.
Njoftimi është vetëm një pjesë e vogël e synimeve të Microsoft për projektin e tij Airband.
Postimi i kompanisë thotë se synon të sigurojë akses në internet për rreth 250 milionë njerëz deri në fund të vitit 2025. Gjithashtu specifikon se 100 milionë nga ata njerëz përfshijnë ata në Afrikë. Kjo është padyshim ambicioze, por kompania thotë se ka një rekord këtu – në vitin 2019, ajo njoftoi se po përpiqej të lidhë 40 milionë njerëz deri në korrik 2022. Në postimin e saj të së mërkurës, ajo pretendoi se Airband ka ofruar akses në internet në mbi 51 milionë njerëz, duke nënkuptuar se e përmbushi qëllimin e vitit 2019. /Telegrafi/
Reklama",,Microsoft,,15.12.2022 21:19:00
1734572809744,‘Gëzuar Krishtlindjet’: 30 vjetori i mesazhit të parë me tekst të dërguar nga një telefon mobil,https://telegrafi.com/gezuar-krishtlindjet-30-vjetori-mesazhit-te-pare-tekst-te-derguar-nga-nje-telefon-mobil/,TEKNOLOGJI / LAJME TEKNOLOGJI,https://telegrafi.com/wp-content/uploads/2022/12/127869108_orbitel901-front-mpmb-780x439.png,"Mesazhi i parë me tekst nga telefoni po e feston ditëlindjen e 30-të – ishte i pari ndonjëherë që ishte dërguar tek një telefon mobil nga një inxhinier i Vodafone në Berkshire të Mbretërisë së Bashkuar me 3 dhjetor të vitit 1992.
Ky mesazh ishte dërguar në mënyrë që të testohej teknologjia në fjalë, dhe në atë mesazh shkruhej “Gëzuar Krishtlindjet”. Neil Papworth, e dërgoi mesazhin tek një nga shefat e firmës, Richard Jarvis, i cili në atë moment ndodhej në një festë Krishtlindjesh. Neil nuk pranoi përgjigje.
Reklama
Telefoni i Jarvis, Orbitel 901, i cili sapo kishte dalë në treg, kishte peshë prej 2.1kg – peshë e përafërt me 12 iPhone 14. Në periudhën më të mirë, përdoruesit e telefonit shkëmbyen miliarda mesazhe SMS – ose Short Message Service – çdo vit, dhe në vitin 2010 fjala “sms” hyri në fjalor, raporton BBC, transmeton Telegrafi.
Reklama
Ky shërbim përdoret ende, megjithëse platformat e mesazheve të koduara të bazuara në internet si WhatsApp dhe iMessage janë shumë më të njohura.
Sipas Statista, në vitin 2021 brenda Mbretërisë së Bashkuar ka pasur 40 miliardë mesazhe SMS të dërguara, nga 150 miliardë të tilla të dërguara në vitin 2012. Në anën tjetër, ka 100 miliardë mesazhe WhatsApp të dërguara në mbarë botën çdo ditë.
Ndërkaq shërbimi me SMS përdoret ende nga NHS për të dërguar mesazh rikujtues për takime me doktorët, dhe nga disa firma si një formë e vërtetimit të hyrjes, ku dërgohet një sekuencë numrash, sekuencë kjo e cila duhet të futet në faqen e saj të internetit.
Megjithatë, mesazhet SMS nuk janë të enkriptuara, dhe për këtë arsye nuk konsiderohen të sigurta.
Reklama
Fillimisht, një SMS mund të ishte vetëm tekst, deri në 160 karaktere të gjatë. Koncepti lindi në fillim të viteve 1980, por kaluan pothuajse 10 vjet përpara se një SMS të dërgohej në një pajisje celulare. /Telegrafi/",,Mbretëria e BashkuarSMSTelefoni,,03.12.2022 22:00:00
1734572812240,Pasagjerët në aeroplan do të mund të përdorin telefonat e tyre nga viti i ardhshëm,https://telegrafi.com/pasagjeret-ne-aeroplan-te-mund-te-perdorin-telefonat-e-tyre-nga-viti-ardhshem/,TEKNOLOGJI / LAJME TEKNOLOGJI,https://telegrafi.com/wp-content/uploads/2022/12/Screenshot_5-6-780x439.jpg,"Pasagjerët e linjave ajrore në Bashkimin Evropian së shpejti do të mund të përdorin celularët e tyre edhe gjatë fluturimit, me kusht që linjat ajrore të ofrojnë një rrjet 5G.
Komisioni Evropian ka vendosur që linjat ajrore mund të ofrojnë teknologji 5G në aeroplanë, me të dhëna celulare më të ngadalta.
Reklama
Kjo mund të nënkuptojë që pasagjerët në aeroplan nuk do të duhet të vendosin më telefonat e tyre në modalitetin “Aeroplan” – megjithëse specifikat se si do të zbatohet kjo janë të paqarta.
Afati i fundit për shtetet anëtare për të vënë në dispozicion brezat e frekuencave 5G për aeroplanët është 30 qershor 2023.
Kjo do të thotë që njerëzit mund të përdorin të gjitha funksionet e telefonit të tyre gjatë fluturimit – duke mundësuar thirrjet, si dhe aplikacionet me të dhëna të rënda që transmetojnë muzikë dhe video.
Reklama
Thierry Breton, komisioneri i tregut të brendshëm të BE-së, tha se plani do të “mundësojë shërbime inovative për njerëzit” dhe do të ndihmojë kompanitë evropiane të rriten.
“Qielli nuk është më kufiri kur bëhet fjalë për mundësitë që ofron lidhja super e shpejtë dhe me kapacitet të lartë”, tha Breton. /Telegrafi/",,Aeroplani,,03.12.2022 12:20:00
1734572811280,Tre të katërtat e popullatës në botë ka telefon mobil,https://telegrafi.com/tre-te-katertat-e-popullates-ne-bote-ka-telefon-mobil/,TEKNOLOGJI / LAJME TEKNOLOGJI,https://telegrafi.com/wp-content/uploads/2022/11/1-337-780x439.jpg,"Pothuajse tre të katërtat e personave mbi dhjetë vjeç në botë, kanë telefon mobil përmes të cilit kanë qasje në internet, por pothuajse një e treta nuk kanë qasje në të, njoftoi sot agjencia e Kombeve të Bashkuara.
“Telefonat mobilë janë mënyra më e zakonshme për të pasur qasje në internet, kështu që përqindja e njerëzve që zotërojnë një të tillë shërben si tregues për disponueshmërinë e tij”, shkruan Unioni Ndërkombëtar i Telekomunikacionit (UIT) në raportin e tij vjetor, transmeton Telegrafi.
Reklama
Megjithatë, jo të gjithë pronarët e telefonave mobilë kanë qasje në rrjet, veçanërisht në vendet me të ardhura të ulëta ku interneti me rrjet të gjerë shpesh është shumë i shtrenjtë.
Sipas të dhënave të UIT, 95 për qind e njerëzve në vendet e pasura kanë një telefon mobil, ndërsa 49 për qind në vendet më të varfra e kanë atë.
Reklama
Qasja në internet po zgjerohet, por jo aq shpejt, pas një rritjeje gjatë pandemisë Covid-19 dhe kufizimeve, që detyruan qindra miliona njerëz të punojnë ose të studiojnë në online.
Është vlerësuar se 5.3 miliardë njerëz, ose 66 për qind e popullsisë së botës, përdorin internetin sot. Pothuajse të gjithë ata që nuk janë të lidhur janë në vendet më të varfra. /Telegrafi/",,Kombet e BashkuaraTelefoni mobil,,30.11.2022 14:38:00
1734572811088,Twitter është goditur nga një valë me përmbajtje pornografike dhe postime të padëshiruara – arsyeja është fshehja e postimeve të protestave në Kinë,https://telegrafi.com/twitter-eshte-goditur-nga-nje-vale-permbajtje-pornografike-dhe-postime-te-padeshiruara-arsyeja-eshte-fshehja-e-postimeve-te-protestave-ne-kine/,TEKNOLOGJI / LAJME TEKNOLOGJI,https://telegrafi.com/wp-content/uploads/2022/11/twitter-china-illustration-1-156-780x439.png,"Rezultatet e kërkimit në Twitter për qytetet kryesore kineze janë mbushur me cicërima në lidhje me shërbimet e eskortave, pornografinë dhe lojërat e fatit që po fshehin raportet legjitime për një valë protestash që kanë kapluar vendin, raportojnë Washington Post dhe TechCrunch.
Kërkimet për Pekinin ose Shangain janë të mbushura me postime të tilla të padëshiruara, të cilat, që nga momenti i shkrimit të këtij artikulli, me shifra janë shumë më të mëdha se çdo cicërim në lidhje me protestat.
Reklama
Një analizë e theksuar nga Alex Stamos i Observatorit të Internetit të Stanfordit vlerëson se mbi 95 për qind e tweeteve nën termin e kërkimit të Pekinit janë nga llogaritë e padëshiruara, me mbi 70 për qind të llogarive që kanë filluar të postojnë në vëllime të tilla vetëm kohët e fundit. Cicërimat e reja të padëshiruara shfaqen çdo disa sekonda nga llogaritë që postojnë mijëra herë në ditë, raporton The Verge, transmeton Telegrafi.
Reklama
Still working on our own analysis, but here is some good initial data that points to this being an intentional attack to throw up informational chaff and reduce external visibility into protests in China (Twitter being blocked for most PRC citizens):https://t.co/kPK7nMeCPu
— Alex Stamos (@alexstamos) November 28, 2022
Për shkak të censurës së rëndë të qeverisë ndaj mediave kineze, protestuesit në vend thuhet se po i drejtohen VPN-ve për të hyrë në shërbimet perëndimore si Twitter dhe Telegram për të koordinuar përpjekjet e tyre, raporton TechCrunch.
Sasia e postimeve të padëshiruara, e cila raportohet se vjen nga llogari të lidhura me qeverinë, e bën më të vështirë gjetjen e informacionit legjitim dhe të dobishëm në lidhje me protestat, dhe gjithashtu ndikon te njerëzit jashtë vendit që përpiqen të marrin informacione në terren për ngjarjet. Policia kineze gjithashtu u thotë të pranishmëve personalisht në protesta që të fshijnë fotot e ngjarjeve nga telefonat e tyre, raporton BBC News.
Still working on our own analysis, but here is some good initial data that points to this being an intentional attack to throw up informational chaff and reduce external visibility into protests in China (Twitter being blocked for most PRC citizens):https://t.co/kPK7nMeCPu
— Alex Stamos (@alexstamos) November 28, 2022
Protestat lidhen me strategjinë e rreptë për zero-Covid në Kinë, e cila ka rezultuar në bllokime të reja në përpjekje për të kontrolluar përhapjen e virusit. Edhe pse kjo politikë ka qenë në fuqi prej disa kohësh, protestat shpërthyen pas një zjarri të fundit në një apartament që vrau 10 persona dhe plagosi nëntë të tjerë. Një banor i ndërtesës i tha BBC News se kufizimet e Covid i penguan banorët të mund të largoheshin lehtësisht nga kompleksi i prekur nga zjarri.
Reklama
Kompania e rrjeteve sociale nuk iu përgjigj një kërkese për koment nga The Verge, por raportohet gjerësisht se ka pushuar stafin nga zyra e saj e shtypit. Megjithatë, një punonjës i Twitter tha për The Washington Post se kompania është në dijeni të situatës dhe po punon për ta rregulluar atë. /Telegrafi/",,COVID-19KinaProtestaTwitter,,28.11.2022 16:08:00
1734572809808,Musk mund ta krijojë brendin e tij të telefonave nëse Apple dhe Google e fshijnë Twitterin nga dyqanet App Store dhe Play Store,https://telegrafi.com/musk-le-te-kuptohet-se-nje-telefon-tesla-mund-te-prodhohet-per-te-ndeshkuar-apple-dhe-google/,TEKNOLOGJI / LAJME TEKNOLOGJI,https://telegrafi.com/wp-content/uploads/2022/11/Tesla-Pi-Phone_17ceba1b344_large-780x439.png,"Miliarderi Elon Musk, për herë të parë, ka adresuar pyetjen nëse do të bëjë apo jo markën e tij të telefonave të mençur, për të rivalizuar Apple dhe Android mes spekulimeve të gjata se ka zhvillime rreth një “Tesla Pi” – ose një “tELONphone”.
Duke iu përgjigjur një postimi në Twitter, Musk tha: “Sigurisht që shpresoj që të mos vije puna deri këtu (duke prodhuar telefonin e tij), por, po, nëse nuk ka zgjidhje tjetër, unë do të bëj një telefon alternativ”.
Reklama
Ai po i përgjigjej Liz Wheeler, prezantueses së video podcasts-ëve të The Liz Wheeler Show, e cila spekuloi: “Nëse Apple dhe Google e largojnë Twitterin nga ‘app store’ dhe ‘play store’, @elonmusk duhet të prodhojë telefonin e tij inteligjent. Gjysma e vendit me kënaqësi do të hiqte dorë nga iPhone-i i njëanshëm dhe përgjues e edhe nga telefonat Android. Ai ndërton raketa për në Mars, një telefon i mençur dhe i vogël duhet të jetë i lehtë, apo jo?, raporton Gulf-news, përcjell Telegrafi.
Reklama
I certainly hope it does not come to that, but, yes, if there is no other choice, I will make an alternative phone
— Elon Musk (@elonmusk) November 25, 2022
Wheeler më pas bëri një sondazh në Twitter, duke pyetur njerëzit nëse do të kalonin në telefonin që mund ta prodhojë Elon Musk, (tELONphone)  i cili ka mbledhur më shumë se 109,347 vota deri më tani.
Would you switch to a tELONphone? Vote yes or no with your best pun for a name below.
— Liz Wheeler (@Liz_Wheeler) November 25, 2022
Në gusht, Musk njoftoi se Starlink i SpaceX, një rrjet satelitësh në orbitën e ulët të tokës që tani mbulon një pjesë të madhe të globit, ka nënshkruar një marrëveshje për celularë me kompaninë amerikane T-Mobile. Musk dhe drejtori ekzekutiv i T-Mobile, Mike Sievert njoftuan partneritetin e drejtpërdrejtë të “telefonave me satelitë” nga Starbase e SpaceX në Boca Chica, Teksas.
Shumica e telefonave celularë nuk përdorin satelitë, pasi ata mbështeten në kullat celulare për sinjal. Telefonat satelitorë, nga ana tjetër, nuk kufizohen në gamën e shkurtër të rrjeteve celulare dhe ofrojnë telekomunikacion global, teorikisht kudo.
Reklama
Elon, you’re the only one that could pull it off. https://t.co/TKyFP0732w
— RPN.ETH 🦾 (@rpnickson) November 25, 2022
Në shtator, Musk tha se është rrugës lidhja e shërbimit Starlink me telefonat iPhone. Lajmi doli pasi Apple tha se do të bashkëpunonte me Globalstar Inc. për shërbime të bazuara në satelit në versionin e ardhshëm të iPhone-it të saj ultra-popullor. /Telegrafi/",,AndroidAppleElon MuskGoogleSamsungTelefoni i mençurTesla,,26.11.2022 18:11:00
